,title,imageUrl,description,dateCreated,duration,reviewBody,movieUrl,starRating,actors,directors
317,12th Fail (2023) - IMDb,https://m.media-amazon.com/images/M/MV5BNTE3OTIxZDYtNjA0NC00N2YxLTg1NGQtOTYxNmZkMDkwOWNjXkEyXkFqcGc@._V1_.jpg,The real-life story of IPS Officer Manoj Kumar Sharma and IRS Officer Shraddha Joshi.,2023-10-27,2H27M,"12th Fail is a bold movie and movies like this must be made more frequently.

Alas, nowadays making such movies isn&apos;t possible easily because masses are more inclined to watch poorly made but highly promoted movies like Kashmir Files or Kerala story.

This will surely inspire many and will give morale boost to many aspirants and will give it&apos;s viewer to think after watch.

Direction is superb and acting of Vikrant Messy is top notch.

All Hail Vikrant Massey &amp; Vidhu Vinod Chopra As They Shape The Most Pure, Personal &amp; Brave Hindi Film In A Long Time.

12th Fail deserves an audience, and we, as cinephiles, deserve cinema that respects us. Vidhu Vinod Chopra and Vikrant Massey have served one.",https://www.imdb.com/title/tt23849204/,8.8,"['Vikrant Massey', 'Medha Shankr', 'Anant Joshi']",['Vidhu Vinod Chopra']
318,Aliens (1986) - IMDb,https://m.media-amazon.com/images/M/MV5BZjIyNGJhYzYtN2I1My00OTVhLWEyMzItZTVjNDMzOTVkYWViXkEyXkFqcGc@._V1_.jpg,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.",1998-08-14,2H17M,"THE sci-fi movie. It&apos;s nearly perfect in every way: storyline, characters, menacing threat, suspense, action, direction, music, emotion, etc... It&apos;s always been a favorite of mine and still is. To me this is not just a film, it is an experience. The adrenaline pumps like in no other film and rarely have we had the chance to see a heroine as compelling as Sigourney Weaver. She can kick anyone&apos;s ass and still keep a heart and soul. (Why she didn&apos;t win the Oscar back in 1986 is beyond me.) When the action starts, you&apos;re in for the ride of your life. Truly a milestone in movie making. Now if they could only release it on DVD...",https://www.imdb.com/title/tt0090605/,8.4,"['Sigourney Weaver', 'Michael Biehn', 'Carrie Henn']",['James Cameron']
319,Inglourious Basterds (2009) - IMDb,https://m.media-amazon.com/images/M/MV5BODZhMWJlNjYtNDExNC00MTIzLTllM2ItOGQ2NGVjNDQ3MzkzXkEyXkFqcGc@._V1_.jpg,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner&apos;s vengeful plans for the same.",2021-10-10,2H33M,There are a lot of ambiguities in this film)Marvel 45 years old) it is quite possible to spend an evening and watch for 1 time.,https://www.imdb.com/title/tt0361748/,8.4,"['Brad Pitt', 'Diane Kruger', 'Eli Roth']",['Quentin Tarantino']
320,The Dark Knight Rises (2012) - IMDb,https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_.jpg,"Bane, an imposing terrorist, attacks Gotham City and disrupts its eight-year-long period of peace. This forces Bruce Wayne to come out of hiding and don the cape and cowl of Batman again.",2021-02-16,2H44M,"&apos;The Dark Knight Rises&apos; is the third and final instalment in Christopher Nolan&apos;s groundbreaking trilogy that reshaped the superhero genre as we know it. The main cast return as well as some newcomers. Tom Hardy as &apos;Bane&apos;, Anne Hathaway as &apos;Selina&apos;, Joseph Gordon-Levitt as &apos;Blake&apos; and Marion Cotillard as &apos;Miranda&apos;. The new additions are fantastic, especially Tom Hardy. He brings a menacing presence to the character and finally incorporates the main part of his comic counterpart, his brains. For sure Bane is incredibly strong, but he is also an unbelievable strategist that can systematically wear down Batman whilst also using his strength to defeat him. Hardy displays all of this perfectly despite us barely seeing his face, the mask he wears makes him more frightening and is used as an interesting plot device later in the film. A lot of people criticised the voice that Hardy uses for this character, but personally I love it, I think adds to the mystery of the figure. The best acting comes from Michael Caine as &apos;Alfred Pennyworth&apos;. Nolan really fleshes out Alfred and Bruce&apos;s relationship in this film and Caine plays the reluctant mentor figure perfectly. One of his final scenes really shows off his acting, the regret that Alfred pours out and it&apos;s heartbreaking. Whilst all of the other actors are great, Caine excels in this movie compared to &apos;Batman Begins&apos; and &apos;The Dark Knight&apos;. The writing is brilliant, so many twists and turns and a sensational ending that really brings the trilogy full circle and has a great ending to Bruce&apos;s arc. The dialogue is excellent, in particular the many Bane monologues that add another layer onto his great character. The fight choreography improves massively and is loads better than the last two films. Hanz Zimmers score is superb and works in all scenes that it features in. Also, the cinematography is beautiful, Wally Pfister, who has worked with Nolan throughout the trilogy, really peaks in this picture. However, this movie isn&apos;t perfect, Bane&apos;s final demise is very underwhelming, especially for a character that makes as much of an impact as he does. Finally the twist at the end with Blake feels tacked on and is inaccurate to the source material. Overall, I love this movie, for sure it doesn&apos;t live up to the heights of &apos;The Dark Knight&apos; but it is still exceptional and was a stunning way to end this unbelievable series of films.

9/10",https://www.imdb.com/title/tt1345836/,8.4,"['Christian Bale', 'Tom Hardy', 'Anne Hathaway']",['Christopher Nolan']
321,Coco (2017) - IMDb,https://m.media-amazon.com/images/M/MV5BMDIyM2E2NTAtMzlhNy00ZGUxLWI1NjgtZDY5MzhiMDc5NGU3XkEyXkFqcGc@._V1_.jpg,"Aspiring musician Miguel, confronted with his family&apos;s ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",2017-12-01,1H45M,"I knew absolutely nothing about this movie walking in, the only reason I was there was to take my daughter to see it is strictly because my wife said there was a short Frozen film that played along with the movie and my daughter just so happens to be the biggest Frozen fan on the face of the planet.

Not only was I surprised by Coco, it might be the most in depth best story line I&apos;ve ever seen in an animated movie. It was also educational and shed an entirely new light on the background of the Mexican holiday Dia De Los Muertos.

Wonderful movie, can&apos;t say enough good things about it!",https://www.imdb.com/title/tt2380307/,8.4,"['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt']","['Lee Unkrich', 'Adrian Molina']"
322,Amadeus (1984) - IMDb,https://m.media-amazon.com/images/M/MV5BMzc2MjM0NTMtOGY4NC00NzY1LWE2ODUtZjMzY2RhNGNkZDAyXkEyXkFqcGc@._V1_.jpg,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart&apos;s talent and claimed to have murdered him.",2004-05-23,2H40M,"I thought that it would be impossible to make a movie like this one! Peter Schaffer&apos;s original play inspired Milos Forman, the great czech film maker, that surprised the world with &quot;One flew over the cuckoo&apos;s nest&quot; (1975). The sublime, almost over-human performance by Frank Murray Abraham (the Mozart enemy and secret admirer, Salieri) is one of the keys for the movie success, mostly to it&apos;s depth. The perfect sense of timing by Milos Forman is admirable, he knows when to play wich music. All the scenarios: opera houses, palaces, streets, etc., are details absolutely harmonious! One of this classic secret was that Forman gathered &quot;the&quot; team, perfect team work.

We can just admire it, laugh, cry, reflect, most of all, listen to it. See it, it&apos;s 10/10.

Thank you Mr. Forman...",https://www.imdb.com/title/tt0086879/,8.4,"['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge']",['Milos Forman']
323,Toy Story (1995) - IMDb,https://m.media-amazon.com/images/M/MV5BZTA3OWVjOWItNjE1NS00NzZiLWE1MjgtZDZhMWI1ZTlkNzYwXkEyXkFqcGc@._V1_.jpg,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy&apos;s bedroom.,2004-12-25,1H21M,"I am a big fan of the animated movies coming from the Pixar Studios. They are always looking for the newest technological possibilities to use in their movies, creating movies that are more than just worth a watch, even when they were made a decade ago.

The movie is about toys that come to life when their owner is asleep or not in the same room. When the young boy&apos;s birthday is coming up, all the toys are nervous. They don&apos;t want to be ignored when the new one arrives. Woody the cowboy is their &quot;leader&quot; because he&apos;s the most popular one of them all. He&apos;s the only one that hasn&apos;t got to be afraid, but than a new favorite arrives ... Buzz Lightyear. He hates him and tries everything possible to get rid of him, but as the time passes by they learn to appreciate each other...

When you see Toy Story, you may think that the different human like characters (Woody the cowboy for instance) aren&apos;t always as perfect as we are used to see in todays animated movies. Perhaps that&apos;s true, but if you keep in mind that all this was done in 1995, when computers weren&apos;t yet as strong and the technology for creating such movies was almost unknown, than you can only have a lot of respect for what the creators did. I loved the story and liked the animations a lot. I give it an 8.5/10.",https://www.imdb.com/title/tt0114709/,8.3,"['Tom Hanks', 'Tim Allen', 'Don Rickles']",['John Lasseter']
324,Avengers: Endgame (2019) - IMDb,https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_.jpg,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos&apos; actions and restore balance to the universe.",2019-05-08,3H1M,"After watching Infinity war, I was looking forward to much more this time, still a perfect ending.",https://www.imdb.com/title/tt4154796/,8.4,"['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo']","['Anthony Russo', 'Joe Russo']"
325,Oldboy (2003) - IMDb,https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_.jpg,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must track down his captor in five days.",2021-06-13,2H,When I search google for the most confusing movie this movie was on the list so I gave it a shot didn&apos;t expect it to be this good the way it shows the story line it was amazing and creative. Loved every bit of it. Kind of disturbing but for those who like adult kind of movie it surely a must watch.,https://www.imdb.com/title/tt0364569/,8.3,"['Choi Min-sik', 'Yoo Ji-tae', 'Kang Hye-jeong']",['Park Chan-wook']
326,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964) - IMDb,https://m.media-amazon.com/images/M/MV5BMjFjYzBlOTktMTI2OS00ZWVhLTgxMDUtNzAwODY2NmI3YTAzXkEyXkFqcGc@._V1_.jpg,"A mentally unstable American general orders a hydrogen bomb attack on the Soviet Union, triggering a path to global nuclear holocaust that a war room full of politicians and generals frantically tries to stop.",2013-12-26,1H35M,"I never really bought into the Kubrick hype. I mean: don&apos;t get me wrong; I like all of his films very much - but to me, they all feel somewhat over-constructed and lack a natural flow. And then I finally got to see &apos;Dr.Strangelove&apos;. Wow. What a terrific, pitch black satire. This film is so wild and mean and funny - and Peter Sellers gives THE performance of his career. Unlike in any of Kubrick&apos;s later works, there&apos;s a sense of playfulness here that gives the whole movie a crazy kind of energy; I&apos;m guessing that Seller&apos;s love for improvisation forced Kubrick to ditch his usual perfectionism to a certain degree (and the film is all the better for it). Sharp, outrageously entertaining comedy/satire by one of the most revered directors of the past century. 10 out of 10.

Favorite films: http://www.IMDb.com/list/mkjOKvqlSBs/

Lesser-known Masterpieces: http://www.imdb.com/list/ls070242495/

Favorite Low-Budget and B-Movies: http://www.imdb.com/list/ls054808375/

Favorite TV-Shows reviewed: http://www.imdb.com/list/ls075552387/",https://www.imdb.com/title/tt0057012/,8.3,"['Peter Sellers', 'George C. Scott', 'Sterling Hayden']",['Stanley Kubrick']
327,Good Will Hunting (1997) - IMDb,https://m.media-amazon.com/images/M/MV5BNDdjZGQ5YzEtNTc2My00Mjc0LWFlMTctYzkwMzZlNzdiZWYzXkEyXkFqcGc@._V1_.jpg,"Will Hunting, a janitor at MIT, has a gift for mathematics, but needs help from a psychologist to find direction in his life.",2019-10-22,2H6M,Robin Williams gives the best performance of his career alongside memorable performances from Matt Damon and Ben Affleck. This masterpiece will have you laughing and crying and by the end feeling reborn.,https://www.imdb.com/title/tt0119217/,8.3,"['Robin Williams', 'Matt Damon', 'Ben Affleck']",['Gus Van Sant']
328,American Beauty (1999) - IMDb,https://m.media-amazon.com/images/M/MV5BMDI1MDE0OTMtMmI2MS00Yjc2LTg2MTItMWExYTg5NzA1OGUzXkEyXkFqcGc@._V1_.jpg,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter&apos;s best friend.,2000-03-22,2H2M,"I have come to see the movie with a certain prejudice.  Everyone saying that it was so wonderful, so touching, so excited -- I usually tend to go with movies that nobody likes.  Nevertheless, this one was a certain exception.

It is a wonderful psychological drama, a satire about the American community and about the American life; dark, painful irony and cynicism in the descriptions of life and characters; deep sarcasm on types of people in the community, habits of behaviour such as &quot;...if you want to succeed, you always have to seem successful...&quot; or &quot;never stop smiling&quot;, parasites of the community, and, most importantly, the treatment of people who are &quot;different&quot;, who are &quot;freaky&quot; to some extent; and eventually, there is no character in the film that is not odd in its way, although we have to wait for the very ending of the film, to discover this.

With very deep and accurate exaggeration, (most of) the characters in the movie demonstrate the worst, the darkest sides of their personality, while still remaining very human, very touching and very involving the observer. Everyone can find a certain similarity with characters and persons who he met in his life, in the characters described in the film.  The tragi-comical events, the little pieces of funny, disturbing irony dripping from almost every episode, lead the observer to exploration of the American Beauty -- the beauty in life, and the way that we fail to find it, for all our life; the way we hide our feelings and emotions, even behind sullen walls of our sepulchre.

The acting is truly brilliant, the episodes are built logically, coherently, the dialogues are deep, thrilling, intriguing; every sentence and every word is deeply constructed, containing profound irony and intelligent elements of humors.  The plot is very intelligently built, constructing a true indication of the sad situation of the American society, and an excellent ground for the actors.

An amazing movie, strongly recommended.  10/10",https://www.imdb.com/title/tt0169547/,8.3,"['Kevin Spacey', 'Annette Bening', 'Thora Birch']",['Sam Mendes']
329,Das Boot (1981) - IMDb,https://m.media-amazon.com/images/M/MV5BNGU0MWZlMTUtM2Y3Ny00NGNmLWE5NmEtN2YxOWQzMGM3ZWYzXkEyXkFqcGc@._V1_.jpg,A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.,2005-03-25,2H29M,"While it has been a very long time since I have seen this movie, it is one of the very few that I own. Wolfgang Petersen&apos;s magnificent accomplishment in &quot;Das Boot&quot; is reiterating the dictum that &quot;war is hell&quot;, no matter which side you look at it from and no matter where the battlefield is located.

*** Minor spoilers ***

The plot has been well described by other viewers so I won&apos;t rehash it again. But my personal observations, as an ex-submarine sailor, are that Petersen probably portrayed life on board the sub pretty accurately. I say &quot;probably&quot; because todays subs are hotels compared with the German U-boats and American submarines. The commonality between yesterday and today is how the crew deals with being closed up in a &quot;sewer pipe&quot; for weeks at a time. More importantly, you as a viewer become an invisible crew member as the crew lives in very cramped conditions (American WW2 subs used to be called &quot;pig boats&quot;), deals with an unfortunately believable political officer, deals with drills, actual torpedo firings, actual ships casualties, and deals, most frighteningly, with retribution from the &quot;enemy&quot;. My own experience watching the depth charging of the U-boat was such that I was thinking &quot;stop it, Stop It, STOP IT, STOPITSTOPITSTOPIT...!!!!!&quot; That&apos;s how real it felt to me. For the rest of you, I feel certain you will too be dragged in and know what it is like to live on board a WW2 U-boat.

This movie also shows how leadership is so important in keeping the crew (and ultimately the sub) together. Petersen&apos;s direction for Captain Lehmann-Willenbrock was masterful because it didn&apos;t portray the captain as a god. It showed him as a man who knows how to lead, knows his submarine as if he were married to it (and in many ways he is) but isn&apos;t perfect at the job. It also shows that even with great leadership qualities, Captain Lehmann-Willenbrock can not do the job alone: he must have both officers and enlisted men who have the knowledge and skill to not just do their jobs, but to also advise the captain. Petersen also managed to give each member of the crew their own separate personalities instead of the predictable cookie-cutter personalities that Hollywood feels is needed.

I could go on and on. So I will close by saying that with the plot, direction, cinematography, acting, sound, music, editing all being top notch, this is one of the few movies that I can truly rate a 10 out of 10. I also preferred the German version with subtitles.

------------------------------------ 

I believe that this movie was either the first or one of the first to use Steadicam technology. It was truly amazing for me to see a camera zip its way through a submarine, specifically through the open watertight doors, without a break in the filming. Up until I heard what Steadicam was, I was always wondering how Petersen managed to hide the camera dolly track or the wires the camera hung from.

(It turns out I was wrong: &quot;Bound For Glory&quot; was the first.)

EDIT (12 OCT, 2006): I have been corrected by an observant viewer. Wikipedia has the following comment on what I thought was Steadicam usage:

&quot;Most of the interior shots were filmed using a hand-held Arriflex of cinematographer Jost Vacano&apos;s design to convey the claustrophobic atmosphere of the boat. It had a gyroscope to provide stability, a reinvention of the Steadicam on a smaller scale, so that it could be carried throughout the interior of the mock-up. Vacano wore full-body padding to minimize injury as he ran and the mock-up was rocked and shaken.&quot; 

So, literally, a Steadicam was NOT used in the filming of &quot;Das Boot&quot;. However, a camera that resembled Steadicam in function (in the way it gyroscopically leveled the filming platform) was used.

------------------------------------ 

Even though todays submarines are far cleaner then their predecessors, and we have refrigerators, freezers, air conditioning, are able to take showers, etc., there is one aspect of living in an enclosed space that still lives on: the smell. While the smell of the &quot;pig boats&quot; of WW2 was truly atrocious, even with todays ability to clean the atmosphere, you can not escape the fact that any smell that is created, from burned toast in the galley, from the smell of the &quot;sanitary gasses&quot; (to be kind), to gasified hydraulic oil and diesel fuel, all these particulates will eventually become absorbed in your clothing. You, as a sailor, may get used to it, but when you get home, your wife will most likely declare that you smell like a submarine and demand that whatever you are wearing get thrown in the wash ... immediately!",https://www.imdb.com/title/tt0082096/,8.4,"['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann']",['Wolfgang Petersen']
330,Braveheart (1995) - IMDb,https://m.media-amazon.com/images/M/MV5BNGMxZDBhNGQtYTZlNi00N2UzLWI4NDEtNmUzNWM2NTdmZDA0XkEyXkFqcGc@._V1_.jpg,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,2020-02-24,2H58M,"The Academy Award winning war epic Braveheart is an extraordinary film that set a new bar for the genre. The story follows a Scottish peasant named William Wallace who&apos;s pushed into leading a rebellion against the tyranny of English rule when his wife is murdered. Starring Mel Gibson, Patrick McGoohan, Sophie Marceau, and Brendan Gleeson, the film has a strong cast that delivers outstanding performances. Additionally, the battle sequences are remarkably gritty and violent, which adds to the authentic tone of the film. And, composer James Horner provides a sweeping and majestic score that&apos;s incredibly powerful. A groundbreaking film, Braveheart does an exceptional job at depicting both the valor and the horror of war.",https://www.imdb.com/title/tt0112573/,8.3,"['Mel Gibson', 'Sophie Marceau', 'Patrick McGoohan']",['Mel Gibson']
331,Princess Mononoke (1997) - IMDb,https://m.media-amazon.com/images/M/MV5BNjAzODViNGEtMjBkYi00N2U5LWJjNjAtY2U0MGJhZTEwOTU0XkEyXkFqcGc@._V1_.jpg,"On a journey to find the cure for a Tatarigami&apos;s curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",2000-02-01,2H13M,"I saw Mononoke Hime on its USA release back in late December 1999 under its U.S. title Princess Mononoke.  I had read quite a bit about this film and its director but was still totally overwhelmed by the beauty and brutality of this movie.  The complexity of this movie is something never seen in the United States in an animated movie and even exceeds that of most live action movies as well.  It combines love and hate, war and romance, nobility and deception in ways rarely seen in movies today.  Lines of good and evil are anything but clear cut and in the end is hope but no guarantees, no promises.  This is truly an adult movie but my children, ages 12 to 15 all loved it and talked about it for days later.  Even my wife who holds a strong prejudice against Japanese animation enjoyed this movie.

Go and see this movie.  You won&apos;t be disappointed.",https://www.imdb.com/title/tt0119698/,8.3,"['Yôji Matsuda', 'Yuriko Ishida', 'Yûko Tanaka']",['Hayao Miyazaki']
332,Your Name. (2016) - IMDb,https://m.media-amazon.com/images/M/MV5BMjI1ODZkYTgtYTY3Yy00ZTJkLWFkOTgtZDUyYWM4MzQwNjk0XkEyXkFqcGc@._V1_.jpg,"Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.",2016-09-10,1H46M,"Absolutely fantastic! Recommended for everyone.

Just watch it.

Amazing characters, scenery, city life and town life, story. Everything is just wow. So fine! The suspension, the empathy, the scenes. The thoughts. It&apos;s playful and pleasant, but serious and funny at the same time. It makes you want to feel it and live it, while you just keep cheering for everything.

This 1.5 hours was one of the most well spent time in my life. It was so good, that I actually sit down and wondered why we can&apos;t we live like that? Why can&apos;t we be in that village? In that anime Tokyo?

Every minute is a time well-spent. It&apos;s a time SO well spent, that I was afraid when it&apos;s going to end. I literally just realized that this would be the end of an anime. Than this would be the end of an hour long movie.

I was so afraid when it&apos;s going to end. It borough such a beautiful and marvelous utopia before my eyes, with all it&apos;s mistakes, conflicts. That I actually wanted to live there. I actually realized however, that I&apos;m not good of a person to be worthy of such utopia.

However it is very close to reality. Every time something out of order happens, you remember. This is a certain reality. People can die, be ashamed, punished. Everything can end in a tragedy. But when something wrong happens, nobody really cares.. and I was like: &quot;Why? Why aren&apos;t you moving? Are you not afraid for your lives?&quot; Than I remembered.. this is a certain utopia. Even for the people who live in it. Nothing bad happen to them, nothing really could. They are peaceful, good people, in a modern world. Nothing bad happened in the last 3 generation, why would anything happen now?

This movie gave me a new set of feelings, viewpoints, happiness, thoughts and desires, I might have lacked or just not realized before. I&apos;m really glad I watched it. It was a piece from my dreams.",https://www.imdb.com/title/tt5311514/,8.4,"['Ryûnosuke Kamiki', 'Mone Kamishiraishi', 'Ryo Narita']",['Makoto Shinkai']
333,High and Low (1963) - IMDb,https://m.media-amazon.com/images/M/MV5BMGJiNzllYjktODAzNS00OGUzLTlmY2MtMjA2ZTZhYTY1OTc4XkEyXkFqcGc@._V1_.jpg,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur&apos;s son is kidnapped by mistake and held for ransom.,2004-09-25,2H23M,"This movie was incredible!! They called it Film Noir but, my God, it&apos;s so much better than THAT-- This film out-Hitchcocks Hitchcock! And I&apos;m a Hitchcock devotee. The issues Kurosawa wrestles with in this, and his other films; the ethic responsibility we have as humans, humanity vs. greed, crime and punishment are universally understood. Nothing he presents in black and white(except literally in the film stock)-- but every shade of grey is reflected on. The story unfolds slowly but contains many twists and turns as the viewer questions the motives of each character. It&apos;s not just the force of good against evil--but a question of what is morally right and morally wrong. The title itself clues the viewer in to the ambiguities of class, greed, and moral ethic.",https://www.imdb.com/title/tt0057565/,8.4,"['Toshirô Mifune', 'Yutaka Sada', 'Tatsuya Nakadai']",['Akira Kurosawa']
334,3 Idiots (2009) - IMDb,https://m.media-amazon.com/images/M/MV5BNzc4ZWQ3NmYtODE0Ny00YTQ4LTlkZWItNTBkMGQ0MmUwMmJlXkEyXkFqcGc@._V1_.jpg,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them &quot;idiots&quot;.",2009-12-24,2H50M,"&quot;Whatever the problem in life is... just say to yourself &apos;Aal Izz Well&apos;.. This wont solve your problems but it will give the courage to face it..&quot; &quot;Chase Excellence and success will follow&quot;.. &quot; Life is not about getting marks, grades but chasing your dreams&quot;.. These are the golden rules which 3 IDIOTS teaches you in a very light and entertaining way.. The movie makes you laugh and in the process you learn many golden rules which can alter your life in a big manner...

3 actors from the path-breaking blockbuster RANG DE BASANTI( Aamir, Sharman, Madhvan) team up together with Rajkumar Hirani.. It couldn&apos;t get bigger! Loosely based on blockbuster novel &apos; Five Point Someone &apos; by Chetan Bhagat the movie deals with the present education system in India that whether getting more marks and better grades is better than gaining knowledge and is mugging up everything more useful than understanding it..

The movie has many hilarious scenes and everyone in the film form Aamir to Boman Irani to Omi Vaidya were superb in their roles.. Aamir has outdone himself.. Never in the film he has looked 44 year old... Film&apos;s music sounds mediocre but when viewed on the screen then the music sounds perfect.. Cinematography is awesome and so is the direction.. Raju Hirani&apos;s screenplay(you can easily ignore a few loose points) is a masterpiece and the film will achieve cult status for engineering students in a short period of time.. It has the soul which Five Point Someone had.. It is easily Aamir Khan&apos;s finest film to date.. The film&apos;s climax is fantabulous and is a shocker.. It takes everyone by surprise...

To conclude 3 IDIOTS has the potential to break all records and sweep all awards.. Watch it... You will Love it...

My Rating: 9/10

Thanks and Regards",https://www.imdb.com/title/tt1187043/,8.4,"['Aamir Khan', 'Madhavan', 'Mona Singh']",['Rajkumar Hirani']
335,Joker (2019) - IMDb,https://m.media-amazon.com/images/M/MV5BNzY3OWQ5NDktNWQ2OC00ZjdlLThkMmItMDhhNDk3NTFiZGU4XkEyXkFqcGc@._V1_.jpg,"Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrace the life of chaos in Gotham City.",2019-09-01,2H2M,"Truly a masterpiece, The Best Hollywood film of 2019, one of the Best films of the decade... And truly the Best film to bring a comic book so chillingly and realistically to real ife. Remarkable Direction, Cinematography, Music and the Acting. Some people are surprised to find it DISTURBING and VIOLENT, but it&apos;s a necessity and message. It&apos;s about society and reflects those underappreciated/unrecognized/bullied people, proving they can do something too. The way it shows class difference, corruption and how rich and talented rule others around them is not exaggerated and that&apos;s what makes it different. It&apos;s BELIEVABLE. There could be multiple JOKERs living in our society that could shake those around them in much bitter way than the film shows making people uncomforting people. Consider this a wake up call, a message, but first a film. A PERFECT film.",https://www.imdb.com/title/tt7286456/,8.3,"['Joaquin Phoenix', 'Robert De Niro', 'Zazie Beetz']",['Todd Phillips']
336,Once Upon a Time in America (1984) - IMDb,https://m.media-amazon.com/images/M/MV5BMDQ0ZTg2OGUtZjMyOC00M2M5LThkMmItZmM2MmUzMmIxMWJhXkEyXkFqcGc@._V1_.jpg,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",1999-05-16,3H49M,"Sergio Leone&apos;s films are all love letters to America, the American dreams of an Italian who grew up at the movies, who apprenticed with Wyler, and Aldrich, signed himself Bob Robertson, and gave us Clint Eastwood, Lee Van Cleef, Charles Bronson as we know them.  Sadly, America didn&apos;t always repay the compliment.  Leone&apos;s were &quot;spaghetti westerns&quot;, money makers to be sure, but deemed  disrespectful of the great tradition of Ford, Walsh and Hathaway. Many critics and Holllywood insiders called his earlier Eastwood films cynical and violent bottom-line commercial exploitation.  By the time that they caught on to Leone&apos;s genuine popular appeal, the director had already moved on.  And, his Once Upon a Time in the West was damned as pretentious, bloated, self-indulgent: an art film disguised as a Western, the Heaven&apos;s Gate of its day. That film&apos;s canny blend of pop appeal and pure cinematic genius gradually dawned on the powers that be (or were), and helped give rise to the renaissance of American filmmaking in the early seventies. It is worth noting that The Godfather could have been made by Leone, had he chosen. Leone had been pitching a gangster film that would encompass generations, for a generation or two, himself.  Rather than do the Puzo version finally thrown back at him, he waited an eternity, and finally realized this, his last finished project.  That ellipse of a decade or so between conception and completed movie is paralleled in the film, itself, by Robert De Niro&apos;s (&quot;Noodles&apos;&quot;) opium dream of the  American twentieth century, its promises, and betrayals.  Naturally, Leone was betrayed, once again, himself, by America, and this truly amazing film, with its densely multi-layered, overlapping flashback structure was butchered upon its release, becoming a linear-plotted sub-Godfather knockoff in the process. Luckily, the critics had grown up enough in the meantime to finally get a glimmering of what Leone was up to, and demand restitution.  Very few saw it properly in theaters, but the video version respects the director&apos;s intentions, more or less.  Ironically, Leone had foreseen television screen aspect ratios as determining home viewing of the future, and abbreviated his usual wide screen format for this movie, so this most troubled last project was the first released on video to most properly  resemble the true cinematic experience.  For diehard fans of the Eastwood westerns impatient with this at first, watch those movies till you want and need more.  This will eventually get to you.  For art film fanatics who don&apos;t get the earlier Leones, travel in the reverse direction, and you will be pleasantly surprised.  This is the movie that Leone spent a decade conceiving. It will deliver for decades of viewing to come.",https://www.imdb.com/title/tt0087843/,8.3,"['Robert De Niro', 'James Woods', 'Elizabeth McGovern']",['Sergio Leone']
